order_id,product,price,quantity,city
ORD-00118,Cable,385.87,16,Hyderabad
ORD-00119,Monitor,4119.61,15,Kolkata
ORD-00120,Keyboard,4138.56,8,Hyderabad
ORD-00121,Laptop,3368.15,13,Kolkata
ORD-00122,Keyboard,4348.88,9,Kolkata
ORD-00123,SSD,2645.14,18,Kolkata
ORD-00124,Laptop,753.63,9,Bangalore
ORD-00125,Speaker,4820.15,9,Mumbai
ORD-00126,Phone,3063.53,12,Kanpur
ORD-00127,Charger,1705.64,20,Jaipur
ORD-00128,Phone,2048.93,19,Hyderabad
ORD-00129,Keyboard,413.05,14,Mumbai
ORD-00130,Printer,4642.75,18,Lucknow
ORD-00131,RAM,4713.25,7,Kolkata
ORD-00132,Headphones,535.86,11,Surat
ORD-00133,Mouse,3384.25,4,Kanpur
ORD-00134,Router,1641.54,10,Lucknow
ORD-00135,Headphones,1765.67,10,Jaipur
ORD-00136,Tablet,1120.82,13,Lucknow
ORD-00137,RAM,4533.46,20,Surat
ORD-00138,Keyboard,2149.15,1,Chennai
ORD-00139,Keyboard,1208.87,19,Surat
ORD-00140,SSD,1746.79,15,Ahmedabad
ORD-00141,SSD,1225.76,16,Nagpur
ORD-00142,Router,4807.18,6,Lucknow
ORD-00143,Phone,1562.16,20,Kolkata
ORD-00144,Phone,4128.42,8,Lucknow
ORD-00145,Keyboard,1278.27,7,Bangalore
ORD-00146,Laptop,421.82,16,Surat
ORD-00147,Cable,3888.74,15,Pune
ORD-00148,Router,3222.86,7,Kanpur
ORD-00149,RAM,2043.09,13,Hyderabad
ORD-00150,Tablet,3349.07,1,Bhopal
ORD-00151,Charger,4330.1,4,Nagpur
ORD-00152,Headphones,1250.43,17,Ahmedabad
ORD-00153,Laptop,2875.54,4,Ahmedabad
ORD-00154,Tablet,4046.79,17,Jaipur
ORD-00155,Speaker,1723.02,15,Surat
ORD-00156,Cable,3652.51,17,Pune
ORD-00157,Cable,4552.89,15,Bhopal
ORD-00158,Tablet,3769.54,16,Ahmedabad
ORD-00159,Keyboard,3808.52,9,Nagpur
ORD-00160,Charger,2702.23,8,Chennai
ORD-00161,Webcam,571.91,10,Hyderabad
ORD-00162,Keyboard,1812.06,18,Delhi
ORD-00163,Tablet,923.98,13,Kanpur
ORD-00164,Tablet,3590.8,3,Pune
ORD-00165,Headphones,1788.22,15,Pune
ORD-00166,Laptop,1192.8,14,Pune
ORD-00167,Router,3895.01,1,Indore
ORD-00168,Router,3874.84,13,Ahmedabad
ORD-00169,Laptop,4725.15,10,Nagpur
ORD-00170,Headphones,4296.54,14,Jaipur
ORD-00171,RAM,3726.23,20,Bhopal
ORD-00172,Monitor,2543.49,9,Pune
ORD-00173,Webcam,339.31,11,Lucknow
ORD-00174,SSD,4031.07,6,Indore
ORD-00175,Webcam,4613.79,20,Jaipur
ORD-00176,Laptop,4553.25,19,Surat
ORD-00177,SSD,330.08,14,Bangalore
ORD-00178,Cable,2416.14,2,Chennai
ORD-00179,Headphones,1771.28,15,Kolkata
ORD-00180,Mouse,3853.89,13,Chennai
ORD-00181,Charger,4765.77,14,Chennai
ORD-00182,Cable,593.14,1,Kanpur
ORD-00183,Printer,450.0,12,Hyderabad
ORD-00184,SSD,529.36,2,Nagpur
ORD-00185,Laptop,4758.13,7,Indore
ORD-00186,Laptop,3182.4,8,Bangalore
ORD-00187,Webcam,3413.39,19,Hyderabad
ORD-00188,Webcam,3557.42,12,Bangalore
ORD-00189,Speaker,3114.78,4,Nagpur
ORD-00190,Cable,986.07,10,Delhi
ORD-00191,Speaker,323.25,10,Surat
ORD-00192,SSD,4558.52,13,Pune
ORD-00193,RAM,1151.97,19,Kanpur
ORD-00194,Cable,3210.75,4,Kanpur
ORD-00195,Charger,1647.59,20,Nagpur
ORD-00196,Phone,4021.88,19,Nagpur
ORD-00197,Laptop,1866.57,14,Lucknow
ORD-00198,Mouse,530.98,11,Mumbai
ORD-00199,Cable,2216.27,16,Delhi
ORD-00200,Headphones,4811.77,15,Kanpur
ORD-00201,Tablet,2290.33,17,Lucknow
ORD-00202,Keyboard,3156.37,18,Nagpur
ORD-00203,Webcam,2431.38,19,Chennai
ORD-00204,Mouse,4288.21,3,Chennai
ORD-00205,Router,2363.84,15,Surat
ORD-00206,Speaker,3407.29,11,Mumbai
ORD-00207,Webcam,4284.56,6,Ahmedabad
ORD-00208,Monitor,1903.15,9,Kolkata
ORD-00209,Keyboard,4425.53,9,Jaipur
ORD-00210,Laptop,2679.8,7,Delhi
ORD-00211,Monitor,3656.35,16,Jaipur
ORD-00212,Charger,1353.54,16,Lucknow
ORD-00213,RAM,2555.93,1,Delhi
ORD-00214,Keyboard,1263.65,8,Chennai
ORD-00215,SSD,2991.46,16,Jaipur
ORD-00216,Printer,1850.03,18,Kolkata
ORD-00217,Mouse,3573.69,9,Chennai
ORD-00218,Keyboard,1306.57,7,Kolkata
ORD-00219,Phone,3765.82,6,Hyderabad
ORD-00220,Monitor,3745.29,9,Kanpur
ORD-00221,Speaker,4887.7,17,Surat
ORD-00222,Keyboard,4906.44,7,Chennai
ORD-00223,Monitor,1932.22,10,Mumbai
ORD-00224,RAM,2763.84,9,Mumbai
ORD-00225,Laptop,2856.11,5,Lucknow
ORD-00226,Cable,3813.39,4,Indore
ORD-00227,Laptop,2955.5,16,Ahmedabad
ORD-00228,Webcam,1835.38,2,Chennai
ORD-00229,Cable,2493.09,3,Pune
ORD-00230,Webcam,555.58,2,Bangalore
ORD-00231,Tablet,4093.47,10,Delhi
ORD-00232,Monitor,768.56,14,Surat
ORD-00233,Speaker,3995.55,8,Nagpur
ORD-00234,Printer,2025.8,15,Chennai
ORD-00235,Cable,3024.91,14,Chennai
ORD-00236,Speaker,3180.92,20,Kanpur
ORD-00237,Phone,4748.42,7,Lucknow
ORD-00238,Monitor,1470.29,3,Bangalore
ORD-00239,Monitor,1034.3,3,Bangalore
ORD-00240,Laptop,2160.87,20,Ahmedabad
ORD-00241,Keyboard,356.66,10,Kanpur
ORD-00242,Keyboard,3574.33,15,Delhi
ORD-00243,SSD,1320.42,9,Nagpur
ORD-00244,Charger,3200.27,7,Pune
ORD-00245,Phone,2813.89,5,Bhopal
ORD-00246,Keyboard,4167.82,3,Mumbai
ORD-00247,Tablet,4004.61,20,Kanpur
ORD-00248,Cable,2932.18,10,Ahmedabad
ORD-00249,Phone,2449.74,10,Kanpur
ORD-00250,Headphones,4724.84,17,Jaipur
ORD-00251,Webcam,2301.23,20,Mumbai
ORD-00252,Router,2273.73,11,Surat
ORD-00253,Keyboard,324.14,8,Lucknow
ORD-00254,Cable,4330.47,19,Mumbai
ORD-00255,Charger,3426.94,9,Surat
ORD-00256,Laptop,3862.91,6,Ahmedabad
ORD-00257,Printer,3327.24,9,Bangalore
ORD-00258,Speaker,2292.24,16,Delhi
ORD-00259,Webcam,1870.2,11,Kolkata
ORD-00260,SSD,702.07,6,Kolkata
ORD-00261,Headphones,3529.62,10,Lucknow
ORD-00262,Headphones,4105.11,18,Mumbai
ORD-00263,Webcam,622.68,9,Kolkata
ORD-00264,Phone,4856.88,13,Indore
ORD-00265,Printer,4159.64,1,Lucknow
ORD-00266,Cable,2804.44,14,Mumbai
ORD-00267,Monitor,2688.5,20,Nagpur
ORD-00268,Webcam,3201.95,2,Hyderabad
ORD-00269,Keyboard,2836.24,10,Ahmedabad
ORD-00270,Router,3551.59,4,Mumbai
ORD-00271,SSD,3122.57,8,Kanpur
ORD-00272,Tablet,1691.59,1,Jaipur
ORD-00273,Headphones,647.39,4,Ahmedabad
ORD-00274,Phone,3309.0,5,Ahmedabad
ORD-00275,Router,3639.69,17,Kanpur
ORD-00276,Keyboard,2194.34,16,Ahmedabad
ORD-00277,Monitor,2392.57,5,Pune
ORD-00278,Monitor,4624.96,17,Kanpur
ORD-00279,Router,855.23,3,Chennai
ORD-00280,Charger,3992.02,14,Kolkata
ORD-00281,Router,3981.03,9,Indore
ORD-00282,Laptop,1557.62,10,Indore
ORD-00283,Speaker,2983.62,16,Indore
ORD-00284,Tablet,2343.42,16,Kolkata
ORD-00285,Mouse,2849.19,18,Pune
ORD-00286,Webcam,4677.68,7,Kanpur
ORD-00287,Monitor,2944.62,8,Indore
ORD-00288,Charger,2171.71,11,Kanpur
ORD-00289,Webcam,3585.08,13,Pune
ORD-00290,SSD,4003.48,5,Ahmedabad
ORD-00291,Laptop,805.97,19,Kolkata
ORD-00292,Cable,681.74,15,Delhi
ORD-00293,Printer,4570.11,1,Kanpur
ORD-00294,Tablet,2167.89,5,Delhi
ORD-00295,Webcam,3951.31,9,Kolkata
ORD-00296,Speaker,3524.97,3,Indore
ORD-00297,Mouse,4291.23,18,Pune
ORD-00298,Mouse,3208.63,16,Indore
ORD-00299,Printer,372.31,3,Hyderabad
ORD-00300,SSD,3485.11,10,Hyderabad
ORD-00301,RAM,633.81,4,Nagpur
ORD-00302,SSD,3578.67,4,Ahmedabad
ORD-00303,Tablet,3531.2,1,Mumbai
ORD-00304,Mouse,4021.48,10,Kolkata
ORD-00305,Mouse,2267.29,8,Jaipur
ORD-00306,Headphones,2916.44,6,Bangalore
ORD-00307,Tablet,579.04,13,Surat
ORD-00308,SSD,1355.97,19,Bangalore
ORD-00309,Monitor,2413.51,9,Ahmedabad
ORD-00310,Keyboard,3400.83,15,Bhopal
ORD-00311,Keyboard,3452.52,6,Delhi
ORD-00312,Webcam,4737.12,19,Chennai
ORD-00313,SSD,4817.73,9,Ahmedabad
ORD-00314,Cable,1650.17,13,Indore
ORD-00315,Webcam,711.93,13,Surat
ORD-00316,Mouse,2959.09,10,Mumbai
ORD-00317,Cable,3359.49,9,Mumbai
ORD-00318,Speaker,4352.31,2,Bhopal
ORD-00319,Speaker,3776.82,10,Nagpur
ORD-00320,Charger,1304.56,12,Hyderabad
ORD-00321,SSD,1112.62,9,Lucknow
ORD-00322,Charger,3660.45,5,Lucknow
ORD-00323,Phone,4536.33,2,Chennai
ORD-00324,Charger,2315.94,19,Kolkata
ORD-00325,RAM,830.77,10,Kolkata
ORD-00326,RAM,2194.4,7,Bangalore
ORD-00327,Charger,2789.15,12,Jaipur
ORD-00328,Printer,4584.73,6,Chennai
ORD-00329,Router,4158.5,16,Nagpur
ORD-00330,Keyboard,3783.47,11,Nagpur
ORD-00331,Phone,2447.98,3,Bangalore
ORD-00332,Charger,4839.19,13,Indore
ORD-00333,Charger,2875.09,3,Nagpur
ORD-00334,Headphones,266.8,18,Delhi
ORD-00335,Webcam,1969.2,9,Surat
ORD-00336,Headphones,4147.59,12,Delhi
ORD-00337,SSD,1322.34,1,Surat
ORD-00338,Router,4727.2,11,Bhopal
ORD-00339,Speaker,1262.55,3,Lucknow
ORD-00340,Cable,2428.47,10,Lucknow
ORD-00341,Headphones,760.03,2,Mumbai
ORD-00342,Keyboard,4980.44,4,Delhi
ORD-00343,Monitor,4458.83,5,Pune
ORD-00344,Webcam,1980.85,18,Pune
ORD-00345,Speaker,3762.88,5,Bhopal
ORD-00346,Headphones,3343.62,16,Surat
ORD-00347,Headphones,4707.44,9,Mumbai
ORD-00348,RAM,1978.53,15,Ahmedabad
ORD-00349,Monitor,4306.15,4,Lucknow
ORD-00350,Mouse,2813.43,12,Mumbai
ORD-00351,Headphones,1524.22,4,Indore
ORD-00352,Cable,2382.63,7,Lucknow
ORD-00353,SSD,3066.29,1,Mumbai
ORD-00354,Charger,1800.83,5,Nagpur
ORD-00355,Speaker,1184.98,18,Hyderabad
ORD-00356,Speaker,1236.56,8,Kolkata
ORD-00357,Charger,908.25,20,Mumbai
ORD-00358,Keyboard,4320.34,5,Bangalore
ORD-00359,Printer,1403.13,6,Delhi
ORD-00360,SSD,4358.94,5,Mumbai
ORD-00361,Mouse,3991.92,8,Surat
ORD-00362,Mouse,275.74,9,Mumbai
ORD-00363,Tablet,3760.24,17,Delhi
ORD-00364,RAM,505.07,15,Nagpur
ORD-00365,Mouse,2663.53,4,Ahmedabad
ORD-00366,Printer,1263.43,20,Mumbai
ORD-00367,RAM,3959.48,17,Chennai
ORD-00368,Webcam,3288.03,1,Mumbai
ORD-00369,Webcam,4267.02,14,Lucknow
ORD-00370,Phone,2553.28,15,Delhi
ORD-00371,Router,587.78,20,Bangalore
ORD-00372,Phone,805.71,20,Lucknow
ORD-00373,Speaker,2832.1,11,Pune
ORD-00374,Speaker,2746.66,15,Jaipur
ORD-00375,Speaker,2264.95,4,Indore
ORD-00376,SSD,3324.39,18,Kanpur
ORD-00377,Cable,1232.1,15,Bhopal
ORD-00378,Monitor,2186.3,15,Pune
ORD-00379,Headphones,3702.13,11,Pune
ORD-00380,Mouse,3392.51,12,Bangalore
ORD-00381,SSD,4630.32,3,Delhi
ORD-00382,Cable,609.74,14,Delhi
ORD-00383,RAM,3746.21,5,Jaipur
ORD-00384,Laptop,3015.02,18,Jaipur
ORD-00385,Mouse,3416.05,14,Kolkata
ORD-00386,Cable,3393.62,14,Indore
ORD-00387,Router,3661.08,10,Surat
ORD-00388,Keyboard,1887.89,19,Jaipur
ORD-00389,Monitor,942.69,16,Hyderabad
ORD-00390,Cable,719.44,18,Kolkata
ORD-00391,Phone,3860.5,19,Hyderabad
ORD-00392,Charger,2259.73,18,Nagpur
ORD-00393,Cable,3184.26,18,Mumbai
ORD-00394,Speaker,4659.59,9,Mumbai
ORD-00395,Tablet,1511.69,10,Bhopal
ORD-00396,Mouse,1884.9,6,Indore
ORD-00397,Tablet,2918.33,13,Delhi
ORD-00398,Tablet,3756.64,1,Delhi
ORD-00399,RAM,2746.31,13,Pune
ORD-00400,Webcam,1836.29,12,Chennai
ORD-00401,RAM,1757.03,19,Surat
ORD-00402,Phone,4440.03,5,Bangalore
ORD-00403,Charger,3165.61,3,Chennai
ORD-00404,Webcam,3377.3,16,Surat
ORD-00405,Webcam,2188.07,7,Nagpur
ORD-00406,Printer,746.31,14,Delhi
ORD-00407,Keyboard,3455.44,19,Ahmedabad
ORD-00408,Printer,3402.23,2,Hyderabad
ORD-00409,Headphones,4925.33,2,Mumbai
ORD-00410,Monitor,1646.8,7,Nagpur
ORD-00411,Tablet,3867.96,10,Kolkata
ORD-00412,Phone,237.09,14,Bangalore
ORD-00413,Tablet,2024.99,8,Jaipur
ORD-00414,Printer,4200.09,12,Delhi
ORD-00415,Headphones,4336.46,2,Pune
ORD-00416,Laptop,2406.81,3,Indore
ORD-00417,Mouse,2963.63,19,Pune
ORD-00418,RAM,3272.67,10,Delhi
ORD-00419,Headphones,300.1,11,Bangalore
ORD-00420,Charger,4748.54,15,Indore
ORD-00421,RAM,4614.88,3,Pune
ORD-00422,Cable,708.13,14,Surat
ORD-00423,Headphones,2715.01,13,Indore
ORD-00424,Keyboard,3779.85,8,Kolkata
ORD-00425,Charger,1007.03,17,Lucknow
ORD-00426,Phone,2746.89,7,Bhopal
ORD-00427,Charger,1876.99,5,Hyderabad
ORD-00428,Phone,902.92,7,Bangalore
ORD-00429,Speaker,933.76,3,Bangalore
ORD-00430,Charger,3214.14,15,Nagpur
ORD-00431,Speaker,3847.4,15,Lucknow
ORD-00432,Router,4433.82,20,Kolkata
ORD-00433,Cable,4860.66,11,Bangalore
ORD-00434,Webcam,527.76,15,Lucknow
ORD-00435,Keyboard,4022.37,19,Mumbai
ORD-00436,Mouse,2635.21,10,Ahmedabad
ORD-00437,Webcam,380.5,12,Indore
ORD-00438,Keyboard,568.3,3,Surat
ORD-00439,Speaker,2633.92,15,Surat
ORD-00440,Printer,4780.3,2,Ahmedabad
ORD-00441,Router,4087.11,7,Kolkata
ORD-00442,Speaker,2483.01,5,Mumbai
ORD-00443,Webcam,696.8,11,Kanpur
ORD-00444,Phone,2621.83,6,Mumbai
ORD-00445,Monitor,3596.57,15,Jaipur
ORD-00446,Printer,3127.06,12,Kolkata
ORD-00447,Router,1557.88,14,Nagpur
ORD-00448,Mouse,3458.7,2,Nagpur
ORD-00449,SSD,3307.06,3,Kolkata
ORD-00450,Phone,2878.21,13,Chennai
ORD-00451,Keyboard,3673.91,20,Indore
ORD-00452,Tablet,1800.13,19,Lucknow
ORD-00453,Tablet,4600.37,10,Lucknow
ORD-00454,RAM,3378.24,5,Surat
ORD-00455,RAM,4702.4,10,Jaipur
ORD-00456,Headphones,3288.76,11,Indore
ORD-00457,Tablet,3416.55,17,Delhi
ORD-00458,SSD,3418.18,17,Kolkata
ORD-00459,Laptop,1940.46,6,Hyderabad
ORD-00460,Mouse,4748.8,16,Hyderabad
ORD-00461,Monitor,4999.88,5,Delhi
ORD-00462,Keyboard,4253.25,4,Jaipur
ORD-00463,Charger,2790.89,17,Mumbai
ORD-00464,SSD,1816.46,20,Bangalore
ORD-00465,Speaker,2008.25,6,Bangalore
ORD-00466,Cable,3525.65,20,Nagpur
ORD-00467,Router,994.58,15,Mumbai
ORD-00468,Headphones,1948.63,8,Ahmedabad
ORD-00469,Speaker,1567.64,15,Hyderabad
ORD-00470,Printer,1348.0,16,Bhopal
ORD-00471,Cable,1131.27,19,Ahmedabad
ORD-00472,Webcam,3893.3,13,Jaipur
ORD-00473,Printer,2209.56,6,Indore
ORD-00474,Monitor,4046.03,5,Indore
ORD-00475,Keyboard,450.45,16,Indore
ORD-00476,Mouse,2861.79,4,Kanpur
ORD-00477,Cable,2676.36,4,Chennai
ORD-00478,Phone,3862.95,9,Ahmedabad
ORD-00479,Router,2664.08,14,Delhi
ORD-00480,Router,1265.77,15,Bhopal
ORD-00481,Mouse,4666.26,14,Mumbai
ORD-00482,Headphones,2609.62,8,Pune
ORD-00483,Phone,1999.57,1,Kolkata
ORD-00484,Router,675.59,11,Nagpur
ORD-00485,Tablet,860.47,10,Bhopal
ORD-00486,Cable,2467.77,5,Nagpur
ORD-00487,RAM,2451.72,20,Mumbai
ORD-00488,Router,580.27,9,Hyderabad
ORD-00489,Cable,917.68,20,Jaipur
ORD-00490,Headphones,733.69,10,Hyderabad
ORD-00491,Keyboard,784.86,8,Pune
ORD-00492,SSD,4010.71,15,Delhi
ORD-00493,Phone,4216.09,16,Surat
ORD-00494,Printer,278.88,17,Surat
ORD-00495,Monitor,3649.0,10,Pune
ORD-00496,Laptop,3151.08,8,Surat
ORD-00497,Headphones,1099.1,3,Jaipur
ORD-00498,Mouse,524.85,17,Jaipur
ORD-00499,Printer,3974.77,17,Jaipur
ORD-00500,Laptop,2074.17,16,Mumbai
ORD-00501,SSD,2057.02,12,Chennai
ORD-00502,RAM,277.95,3,Kolkata
ORD-00503,Monitor,3718.11,4,Nagpur
ORD-00504,Speaker,3728.89,11,Bangalore
ORD-00505,Laptop,1891.03,11,Indore
ORD-00506,SSD,1040.42,15,Kanpur
ORD-00507,Webcam,3232.32,5,Delhi
ORD-00508,RAM,3925.7,15,Mumbai
ORD-00509,Keyboard,1167.63,7,Bhopal
ORD-00510,Laptop,1714.85,10,Jaipur
ORD-00511,Headphones,4947.78,18,Ahmedabad
ORD-00512,Keyboard,375.77,7,Chennai
ORD-00513,Mouse,4338.25,2,Indore
ORD-00514,SSD,1793.23,4,Nagpur
ORD-00515,Mouse,2297.36,13,Kanpur
ORD-00516,Webcam,4494.25,13,Kolkata
ORD-00517,Tablet,2581.77,16,Kolkata
ORD-00518,Router,4026.99,9,Nagpur
ORD-00519,Phone,3689.98,3,Pune
ORD-00520,Speaker,4976.46,6,Jaipur
ORD-00521,Keyboard,1741.8,3,Kolkata
ORD-00522,SSD,1619.06,15,Surat
ORD-00523,RAM,2245.35,15,Kolkata
ORD-00524,Webcam,403.29,12,Surat
ORD-00525,Headphones,1517.86,2,Delhi
ORD-00526,SSD,3260.05,12,Jaipur
ORD-00527,Charger,3799.5,6,Mumbai
ORD-00528,Tablet,4273.6,15,Mumbai
ORD-00529,Tablet,522.71,12,Kolkata
ORD-00530,Headphones,4757.43,2,Surat
ORD-00531,Tablet,3459.49,12,Kolkata
ORD-00532,Webcam,3862.8,19,Bangalore
ORD-00533,Printer,1961.35,11,Lucknow
ORD-00534,Keyboard,1398.13,4,Mumbai
ORD-00535,RAM,1093.02,17,Pune
ORD-00536,Router,2896.02,9,Nagpur
ORD-00537,Keyboard,3579.37,7,Surat
ORD-00538,Keyboard,3531.1,16,Hyderabad
ORD-00539,Phone,851.49,3,Ahmedabad
ORD-00540,Tablet,4513.65,15,Delhi
ORD-00541,Charger,3473.25,11,Lucknow
ORD-00542,Mouse,3605.78,18,Jaipur
ORD-00543,Keyboard,4478.38,6,Kanpur
ORD-00544,RAM,4651.15,6,Nagpur
ORD-00545,Mouse,2642.02,4,Hyderabad
ORD-00546,Charger,866.6,16,Mumbai
ORD-00547,Mouse,2859.29,12,Ahmedabad
ORD-00548,Charger,4918.45,5,Surat
ORD-00549,Router,613.82,10,Pune
ORD-00550,RAM,3650.56,17,Pune
ORD-00551,Charger,2165.27,19,Delhi
ORD-00552,Tablet,4867.41,3,Ahmedabad
ORD-00553,Webcam,3464.51,12,Bangalore
ORD-00554,Router,4179.45,18,Lucknow
ORD-00555,Speaker,1073.41,5,Pune
ORD-00556,Printer,4571.41,2,Indore
ORD-00557,Phone,2686.88,10,Bangalore
ORD-00558,Tablet,1748.76,8,Kolkata
ORD-00559,Printer,4495.63,3,Chennai
ORD-00560,Monitor,3248.26,18,Chennai
ORD-00561,Tablet,3200.1,20,Jaipur
ORD-00562,Phone,2612.34,6,Surat
ORD-00563,Speaker,940.12,20,Kanpur
ORD-00564,Router,3104.66,19,Mumbai
ORD-00565,Cable,4346.14,3,Mumbai
ORD-00566,SSD,3900.9,9,Lucknow
ORD-00567,Monitor,3881.39,14,Surat
ORD-00568,SSD,345.36,18,Chennai
ORD-00569,SSD,4791.91,16,Hyderabad
ORD-00570,Charger,4075.27,13,Chennai
ORD-00571,Webcam,550.26,2,Bangalore
ORD-00572,Webcam,2194.97,15,Hyderabad
ORD-00573,Mouse,3111.96,11,Indore
ORD-00574,RAM,1732.71,12,Pune
ORD-00575,Tablet,3851.18,17,Jaipur
ORD-00576,Phone,1731.75,15,Delhi
ORD-00577,Keyboard,2358.05,5,Delhi
ORD-00578,Laptop,1593.01,13,Indore
ORD-00579,Speaker,2207.04,6,Indore
ORD-00580,Mouse,4682.0,11,Hyderabad
