order_id,product,price,quantity,city
ORD-00992,Tablet,641.49,11,Delhi
ORD-01018,Keyboard,1042.66,2,Delhi
ORD-01024,Phone,4263.1,12,Delhi
ORD-01047,Laptop,1729.83,4,Delhi
ORD-01052,Router,2284.15,2,Delhi
ORD-01055,SSD,1551.3,8,Delhi
ORD-01062,Webcam,4495.4,9,Delhi
ORD-01067,Tablet,3810.72,4,Delhi
ORD-01072,Router,1331.07,10,Delhi
ORD-01079,Mouse,4571.85,3,Delhi
ORD-01186,Speaker,3411.3,5,Delhi
ORD-01200,RAM,3686.76,6,Delhi
ORD-01234,RAM,3764.04,14,Delhi
ORD-01235,Keyboard,3132.08,7,Delhi
ORD-01237,Cable,3950.81,11,Delhi
ORD-01238,Charger,2189.45,19,Delhi
ORD-01244,Speaker,1033.51,5,Delhi
ORD-01286,Monitor,4793.53,17,Delhi
ORD-01291,Webcam,4983.82,1,Delhi
ORD-01306,Webcam,3640.96,2,Delhi
ORD-01320,Printer,4398.87,5,Delhi
ORD-01332,Tablet,3422.21,8,Delhi
ORD-01380,RAM,3694.27,10,Delhi
ORD-01391,Charger,2750.85,4,Delhi
ORD-01397,RAM,4557.71,19,Delhi
ORD-01412,Monitor,2343.65,6,Delhi
ORD-01434,Headphones,2629.93,18,Delhi
ORD-01445,Keyboard,646.44,11,Delhi
ORD-01490,Speaker,2943.85,3,Delhi
ORD-01498,Tablet,2105.81,4,Delhi
ORD-01534,RAM,3998.83,11,Delhi
ORD-01546,Router,450.01,7,Delhi
ORD-01548,Tablet,4013.06,19,Delhi
ORD-01571,Headphones,3276.33,4,Delhi
ORD-01612,RAM,4080.03,13,Delhi
ORD-01621,Charger,3056.62,17,Delhi
ORD-01630,Charger,2264.31,19,Delhi
ORD-01636,SSD,1994.33,3,Delhi
ORD-01686,SSD,4943.56,7,Delhi
ORD-01701,SSD,2368.14,17,Delhi
ORD-01729,Speaker,1928.9,2,Delhi
ORD-01736,RAM,4900.87,17,Delhi
ORD-01744,Keyboard,4900.43,1,Delhi
ORD-01761,Mouse,4037.76,12,Delhi
ORD-01764,Speaker,2069.91,20,Delhi
ORD-01779,Phone,1799.78,2,Delhi
ORD-01790,Tablet,339.15,2,Delhi
ORD-01795,Charger,3420.17,18,Delhi
ORD-01797,Tablet,645.99,15,Delhi
ORD-01825,Router,2286.68,12,Delhi
ORD-01829,RAM,2888.14,12,Delhi
ORD-01850,Printer,575.52,20,Delhi
ORD-01894,SSD,784.58,4,Delhi
ORD-01905,Headphones,1056.51,16,Delhi
ORD-01908,Keyboard,695.77,3,Delhi
ORD-01915,Monitor,215.87,16,Delhi
ORD-01939,Cable,3036.99,4,Delhi
ORD-01945,Laptop,3046.8,11,Delhi
ORD-01950,Charger,957.21,16,Delhi
ORD-01959,Laptop,2877.0,7,Delhi
ORD-01973,Charger,728.63,8,Delhi
order_id,product,price,quantity,city
ORD-00013,Phone,4870.95,13,Delhi
ORD-00037,Keyboard,3889.26,11,Delhi
ORD-00046,Laptop,1356.17,19,Delhi
ORD-00057,Phone,4546.01,11,Delhi
ORD-00069,SSD,4996.55,1,Delhi
ORD-00084,Speaker,3053.68,20,Delhi
ORD-00090,Webcam,3181.55,19,Delhi
ORD-00101,Keyboard,4545.61,2,Delhi
ORD-00105,RAM,2252.89,1,Delhi
ORD-00162,Keyboard,1812.06,18,Delhi
ORD-00190,Cable,986.07,10,Delhi
ORD-00199,Cable,2216.27,16,Delhi
ORD-00210,Laptop,2679.8,7,Delhi
ORD-00213,RAM,2555.93,1,Delhi
ORD-00231,Tablet,4093.47,10,Delhi
ORD-00242,Keyboard,3574.33,15,Delhi
ORD-00258,Speaker,2292.24,16,Delhi
ORD-00292,Cable,681.74,15,Delhi
ORD-00294,Tablet,2167.89,5,Delhi
ORD-00311,Keyboard,3452.52,6,Delhi
ORD-00334,Headphones,266.8,18,Delhi
ORD-00336,Headphones,4147.59,12,Delhi
ORD-00342,Keyboard,4980.44,4,Delhi
ORD-00359,Printer,1403.13,6,Delhi
ORD-00363,Tablet,3760.24,17,Delhi
ORD-00370,Phone,2553.28,15,Delhi
ORD-00381,SSD,4630.32,3,Delhi
ORD-00382,Cable,609.74,14,Delhi
ORD-00397,Tablet,2918.33,13,Delhi
ORD-00398,Tablet,3756.64,1,Delhi
ORD-00406,Printer,746.31,14,Delhi
ORD-00414,Printer,4200.09,12,Delhi
ORD-00418,RAM,3272.67,10,Delhi
ORD-00457,Tablet,3416.55,17,Delhi
ORD-00461,Monitor,4999.88,5,Delhi
ORD-00479,Router,2664.08,14,Delhi
ORD-00492,SSD,4010.71,15,Delhi
ORD-00507,Webcam,3232.32,5,Delhi
ORD-00525,Headphones,1517.86,2,Delhi
ORD-00540,Tablet,4513.65,15,Delhi
ORD-00551,Charger,2165.27,19,Delhi
ORD-00576,Phone,1731.75,15,Delhi
ORD-00577,Keyboard,2358.05,5,Delhi
ORD-00632,Phone,2183.84,16,Delhi
ORD-00666,RAM,1936.56,19,Delhi
ORD-00670,Monitor,3641.2,16,Delhi
ORD-00736,Tablet,4244.2,8,Delhi
ORD-00750,Cable,3319.48,2,Delhi
ORD-00752,Laptop,3256.38,6,Delhi
ORD-00764,RAM,4876.74,2,Delhi
ORD-00771,Charger,1382.95,3,Delhi
ORD-00773,Headphones,1720.05,4,Delhi
ORD-00775,Charger,1494.87,5,Delhi
ORD-00777,Printer,2158.6,1,Delhi
ORD-00795,Cable,3972.15,12,Delhi
ORD-00811,Mouse,4835.43,14,Delhi
ORD-00817,Phone,1618.06,3,Delhi
ORD-00821,RAM,3544.45,11,Delhi
ORD-00833,Mouse,1764.72,15,Delhi
ORD-00890,Cable,4677.07,9,Delhi
ORD-00898,Headphones,3531.34,16,Delhi
ORD-00899,Monitor,2038.73,4,Delhi
ORD-00924,Headphones,2233.15,13,Delhi
ORD-00930,Monitor,613.81,14,Delhi
ORD-00932,SSD,3760.12,6,Delhi
ORD-00938,Charger,2260.75,17,Delhi
ORD-00950,Cable,573.85,12,Delhi
ORD-00969,Tablet,3258.63,13,Delhi
ORD-00986,Phone,2417.8,5,Delhi
ORD-00992,Tablet,641.49,11,Delhi
order_id,product,price,quantity,city
ORD-01018,Keyboard,1042.66,2,Delhi
ORD-01024,Phone,4263.1,12,Delhi
ORD-01047,Laptop,1729.83,4,Delhi
ORD-01052,Router,2284.15,2,Delhi
ORD-01055,SSD,1551.3,8,Delhi
ORD-01062,Webcam,4495.4,9,Delhi
ORD-01067,Tablet,3810.72,4,Delhi
ORD-01072,Router,1331.07,10,Delhi
ORD-01079,Mouse,4571.85,3,Delhi
ORD-01186,Speaker,3411.3,5,Delhi
ORD-01200,RAM,3686.76,6,Delhi
ORD-01234,RAM,3764.04,14,Delhi
ORD-01235,Keyboard,3132.08,7,Delhi
ORD-01237,Cable,3950.81,11,Delhi
ORD-01238,Charger,2189.45,19,Delhi
ORD-01244,Speaker,1033.51,5,Delhi
ORD-01286,Monitor,4793.53,17,Delhi
ORD-01291,Webcam,4983.82,1,Delhi
ORD-01306,Webcam,3640.96,2,Delhi
ORD-01320,Printer,4398.87,5,Delhi
ORD-01332,Tablet,3422.21,8,Delhi
ORD-01380,RAM,3694.27,10,Delhi
ORD-01391,Charger,2750.85,4,Delhi
ORD-01397,RAM,4557.71,19,Delhi
ORD-01412,Monitor,2343.65,6,Delhi
ORD-01434,Headphones,2629.93,18,Delhi
ORD-01445,Keyboard,646.44,11,Delhi
ORD-01490,Speaker,2943.85,3,Delhi
ORD-01498,Tablet,2105.81,4,Delhi
ORD-01534,RAM,3998.83,11,Delhi
ORD-01546,Router,450.01,7,Delhi
ORD-01548,Tablet,4013.06,19,Delhi
ORD-01571,Headphones,3276.33,4,Delhi
ORD-01612,RAM,4080.03,13,Delhi
ORD-01621,Charger,3056.62,17,Delhi
ORD-01630,Charger,2264.31,19,Delhi
ORD-01636,SSD,1994.33,3,Delhi
ORD-01686,SSD,4943.56,7,Delhi
ORD-01701,SSD,2368.14,17,Delhi
ORD-01729,Speaker,1928.9,2,Delhi
ORD-01736,RAM,4900.87,17,Delhi
ORD-01744,Keyboard,4900.43,1,Delhi
ORD-01761,Mouse,4037.76,12,Delhi
ORD-01764,Speaker,2069.91,20,Delhi
ORD-01779,Phone,1799.78,2,Delhi
ORD-01790,Tablet,339.15,2,Delhi
ORD-01795,Charger,3420.17,18,Delhi
ORD-01797,Tablet,645.99,15,Delhi
ORD-01825,Router,2286.68,12,Delhi
ORD-01829,RAM,2888.14,12,Delhi
ORD-01850,Printer,575.52,20,Delhi
ORD-01894,SSD,784.58,4,Delhi
ORD-01905,Headphones,1056.51,16,Delhi
ORD-01908,Keyboard,695.77,3,Delhi
ORD-01915,Monitor,215.87,16,Delhi
ORD-01939,Cable,3036.99,4,Delhi
ORD-01945,Laptop,3046.8,11,Delhi
ORD-01950,Charger,957.21,16,Delhi
ORD-01959,Laptop,2877.0,7,Delhi
ORD-01973,Charger,728.63,8,Delhi
order_id,product,price,quantity,city
ORD-00013,Phone,4870.95,13,Delhi
ORD-00037,Keyboard,3889.26,11,Delhi
ORD-00046,Laptop,1356.17,19,Delhi
ORD-00057,Phone,4546.01,11,Delhi
ORD-00069,SSD,4996.55,1,Delhi
ORD-00084,Speaker,3053.68,20,Delhi
ORD-00090,Webcam,3181.55,19,Delhi
ORD-00101,Keyboard,4545.61,2,Delhi
ORD-00105,RAM,2252.89,1,Delhi
ORD-00162,Keyboard,1812.06,18,Delhi
ORD-00190,Cable,986.07,10,Delhi
ORD-00199,Cable,2216.27,16,Delhi
ORD-00210,Laptop,2679.8,7,Delhi
ORD-00213,RAM,2555.93,1,Delhi
ORD-00231,Tablet,4093.47,10,Delhi
ORD-00242,Keyboard,3574.33,15,Delhi
ORD-00258,Speaker,2292.24,16,Delhi
ORD-00292,Cable,681.74,15,Delhi
ORD-00294,Tablet,2167.89,5,Delhi
ORD-00311,Keyboard,3452.52,6,Delhi
ORD-00334,Headphones,266.8,18,Delhi
ORD-00336,Headphones,4147.59,12,Delhi
ORD-00342,Keyboard,4980.44,4,Delhi
ORD-00359,Printer,1403.13,6,Delhi
ORD-00363,Tablet,3760.24,17,Delhi
ORD-00370,Phone,2553.28,15,Delhi
ORD-00381,SSD,4630.32,3,Delhi
ORD-00382,Cable,609.74,14,Delhi
ORD-00397,Tablet,2918.33,13,Delhi
ORD-00398,Tablet,3756.64,1,Delhi
ORD-00406,Printer,746.31,14,Delhi
ORD-00414,Printer,4200.09,12,Delhi
ORD-00418,RAM,3272.67,10,Delhi
ORD-00457,Tablet,3416.55,17,Delhi
ORD-00461,Monitor,4999.88,5,Delhi
ORD-00479,Router,2664.08,14,Delhi
ORD-00492,SSD,4010.71,15,Delhi
ORD-00507,Webcam,3232.32,5,Delhi
ORD-00525,Headphones,1517.86,2,Delhi
ORD-00540,Tablet,4513.65,15,Delhi
ORD-00551,Charger,2165.27,19,Delhi
ORD-00576,Phone,1731.75,15,Delhi
ORD-00577,Keyboard,2358.05,5,Delhi
ORD-00632,Phone,2183.84,16,Delhi
ORD-00666,RAM,1936.56,19,Delhi
ORD-00670,Monitor,3641.2,16,Delhi
ORD-00736,Tablet,4244.2,8,Delhi
ORD-00750,Cable,3319.48,2,Delhi
ORD-00752,Laptop,3256.38,6,Delhi
ORD-00764,RAM,4876.74,2,Delhi
ORD-00771,Charger,1382.95,3,Delhi
ORD-00773,Headphones,1720.05,4,Delhi
ORD-00775,Charger,1494.87,5,Delhi
ORD-00777,Printer,2158.6,1,Delhi
ORD-00795,Cable,3972.15,12,Delhi
ORD-00811,Mouse,4835.43,14,Delhi
ORD-00817,Phone,1618.06,3,Delhi
ORD-00821,RAM,3544.45,11,Delhi
ORD-00833,Mouse,1764.72,15,Delhi
ORD-00890,Cable,4677.07,9,Delhi
ORD-00898,Headphones,3531.34,16,Delhi
ORD-00899,Monitor,2038.73,4,Delhi
ORD-00924,Headphones,2233.15,13,Delhi
ORD-00930,Monitor,613.81,14,Delhi
ORD-00932,SSD,3760.12,6,Delhi
ORD-00938,Charger,2260.75,17,Delhi
ORD-00950,Cable,573.85,12,Delhi
ORD-00969,Tablet,3258.63,13,Delhi
ORD-00986,Phone,2417.8,5,Delhi
ORD-00992,Tablet,641.49,11,Delhi
order_id,product,price,quantity,city
ORD-01018,Keyboard,1042.66,2,Delhi
ORD-01024,Phone,4263.1,12,Delhi
ORD-01047,Laptop,1729.83,4,Delhi
ORD-01052,Router,2284.15,2,Delhi
ORD-01055,SSD,1551.3,8,Delhi
ORD-01062,Webcam,4495.4,9,Delhi
ORD-01067,Tablet,3810.72,4,Delhi
ORD-01072,Router,1331.07,10,Delhi
ORD-01079,Mouse,4571.85,3,Delhi
ORD-01186,Speaker,3411.3,5,Delhi
ORD-01200,RAM,3686.76,6,Delhi
ORD-01234,RAM,3764.04,14,Delhi
ORD-01235,Keyboard,3132.08,7,Delhi
ORD-01237,Cable,3950.81,11,Delhi
ORD-01238,Charger,2189.45,19,Delhi
ORD-01244,Speaker,1033.51,5,Delhi
ORD-01286,Monitor,4793.53,17,Delhi
ORD-01291,Webcam,4983.82,1,Delhi
ORD-01306,Webcam,3640.96,2,Delhi
ORD-01320,Printer,4398.87,5,Delhi
ORD-01332,Tablet,3422.21,8,Delhi
ORD-01380,RAM,3694.27,10,Delhi
ORD-01391,Charger,2750.85,4,Delhi
ORD-01397,RAM,4557.71,19,Delhi
ORD-01412,Monitor,2343.65,6,Delhi
ORD-01434,Headphones,2629.93,18,Delhi
ORD-01445,Keyboard,646.44,11,Delhi
ORD-01490,Speaker,2943.85,3,Delhi
ORD-01498,Tablet,2105.81,4,Delhi
ORD-01534,RAM,3998.83,11,Delhi
ORD-01546,Router,450.01,7,Delhi
ORD-01548,Tablet,4013.06,19,Delhi
ORD-01571,Headphones,3276.33,4,Delhi
ORD-01612,RAM,4080.03,13,Delhi
ORD-01621,Charger,3056.62,17,Delhi
ORD-01630,Charger,2264.31,19,Delhi
ORD-01636,SSD,1994.33,3,Delhi
ORD-01686,SSD,4943.56,7,Delhi
ORD-01701,SSD,2368.14,17,Delhi
ORD-01729,Speaker,1928.9,2,Delhi
ORD-01736,RAM,4900.87,17,Delhi
ORD-01744,Keyboard,4900.43,1,Delhi
ORD-01761,Mouse,4037.76,12,Delhi
ORD-01764,Speaker,2069.91,20,Delhi
ORD-01779,Phone,1799.78,2,Delhi
ORD-01790,Tablet,339.15,2,Delhi
ORD-01795,Charger,3420.17,18,Delhi
ORD-01797,Tablet,645.99,15,Delhi
ORD-01825,Router,2286.68,12,Delhi
ORD-01829,RAM,2888.14,12,Delhi
ORD-01850,Printer,575.52,20,Delhi
ORD-01894,SSD,784.58,4,Delhi
ORD-01905,Headphones,1056.51,16,Delhi
ORD-01908,Keyboard,695.77,3,Delhi
ORD-01915,Monitor,215.87,16,Delhi
ORD-01939,Cable,3036.99,4,Delhi
ORD-01945,Laptop,3046.8,11,Delhi
ORD-01950,Charger,957.21,16,Delhi
ORD-01959,Laptop,2877.0,7,Delhi
ORD-01973,Charger,728.63,8,Delhi
